C-605 전체 텍스트 정밀 추출 결과
========================================================================================================================
source: C:\UnityProjects\SafeAR_Wangsuk_Viewer\Assets\StreamingAssets\WangsukDXF\SourceDXF\unzipped\dxf\6.가시설공사\C-605 굴착계획 평면도.dxf
all text count: 700
candidate count: 83

[후보 텍스트]
------------------------------------------------------------------------------------------------------------------------
[etc] 엄지말뚝을 H형강으로 적용 할 경우 KS F 4603에 적합한 제품을 사용하여야 한다. / x=-15727258.9, y=3256738.0, layer=Text, type=BLOCK_TEXT, source=virtual_block
[el] +49.90 / x=-16029977.7, y=3262140.0, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[etc] 605 / x=-15652777.0, y=3269399.6, layer=TEXT-ER, type=TEXT, source=modelspace
[el] +49.70 / x=-16011434.8, y=3276846.4, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +40.50 / x=-15951003.8, y=3278966.2, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +40.50 / x=-15909659.6, y=3291057.6, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +40.57 / x=-15871874.4, y=3302108.2, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] NO. 21+16.00 / x=-15983681.7, y=3308344.2, layer=블럭체인계획고, type=BLOCK_TEXT, source=virtual_block
[el] +49.80 / x=-16009722.2, y=3310235.8, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +40.69 / x=-15842246.2, y=3310773.2, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] EL+35.04m / x=-15959300.7, y=3311019.6, layer=T-text, type=BLOCK_TEXT, source=virtual_block
[el] EL(+)38.09 / x=-15922164.0, y=3311798.5, layer=터파기, type=BLOCK_TEXT, source=virtual_block
[etc] 615동 / x=-15956917.6, y=3313580.1, layer=RGB255, type=BLOCK_TEXT, source=virtual_block
[etc] (대표번호 : 031-8069-8602) / x=-15668873.2, y=3317685.2, layer=FTEXT, type=BLOCK_TEXT, source=virtual_block
[el] +40.80 / x=-15814367.5, y=3318926.5, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +51.50 / x=-16034563.6, y=3323602.1, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +40.90 / x=-15784770.6, y=3327582.3, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] EL+33.24m / x=-15873992.5, y=3331182.2, layer=T-text, type=BLOCK_TEXT, source=virtual_block
[electric] 전기실/발전기실 / x=-15876559.3, y=3333742.7, layer=RGB255, type=BLOCK_TEXT, source=virtual_block
[el] +41.00 / x=-15757264.8, y=3335430.5, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] +48.70 / x=-16010116.4, y=3341564.4, layer=LEVEL, type=BLOCK_TEXT, source=virtual_block
[el] EL+31.54m / x=-15908237.8, y=3341915.5, layer=T-text, type=BLOCK_TEXT, source=virtual_block
[building] 601동 / x=-15905854.7, y=3344476.0, layer=RGB255, type=BLOCK_TEXT, source=virtual_block
[el] EL+33.54m / x=-15828136.7, y=3344481.3, layer=T-text, type=BLOCK_TEXT, source=virtual_block
[el] EL(+)35.44 / x=-15790195.2, y=3344527.7, layer=터파기, type=BLOCK_TEXT, source=virtual_block
